"","Scenario","Hunting_bias","Herring_quality","year","lb","md","ub","group"
"1079","3600","Historical","Mean of historical",2032,46936.45,58370,71312.75,"3600 Historical Mean of historical"
"1080","4800","Historical","Mean of historical",2032,36141.4,47608,60620.375,"4800 Historical Mean of historical"
"1081","0","Pup","Mean of historical",2032,74147.925,87792.5,101646.25,"0 Pup Mean of historical"
"1082","1311","Pup","Mean of historical",2032,71424,84085,97356.85,"1311 Pup Mean of historical"
"1083","2400","Pup","Mean of historical",2032,58033.15,69640,82453.05,"2400 Pup Mean of historical"
"1084","3050","Pup","Mean of historical",2032,52700.225,64237.5,77241.5,"3050 Pup Mean of historical"
"1085","3600","Pup","Mean of historical",2032,48100.2,59595.5,72546.7,"3600 Pup Mean of historical"
"1086","4800","Pup","Mean of historical",2032,37939.7,49370,62301.1,"4800 Pup Mean of historical"
"1087","0","Adult","Mean of historical",2032,74216.175,87825.5,101530.225,"0 Adult Mean of historical"
"1088","1311","Adult","Mean of historical",2032,70978.075,83789.5,96752.575,"1311 Adult Mean of historical"
"1089","2400","Adult","Mean of historical",2032,56228.525,67622.5,80533.45,"2400 Adult Mean of historical"
"1090","3050","Adult","Mean of historical",2032,50428.875,61821.5,74466.425,"3050 Adult Mean of historical"
"1091","3600","Adult","Mean of historical",2032,45139.525,56663,69173.2,"3600 Adult Mean of historical"
"1092","4800","Adult","Mean of historical",2032,34067.925,45472.5,58431.05,"4800 Adult Mean of historical"
"1093","0","Male","Mean of historical",2032,74136.925,87824,101495.225,"0 Male Mean of historical"
"1094","1311","Male","Mean of historical",2032,71846.35,84317.5,97764.325,"1311 Male Mean of historical"
"1095","2400","Male","Mean of historical",2032,59234.575,70642.5,83736.725,"2400 Male Mean of historical"
"1096","3050","Male","Mean of historical",2032,54374.675,65684.5,78847.05,"3050 Male Mean of historical"
"1097","3600","Male","Mean of historical",2032,49729.6,61478.5,74444.925,"3600 Male Mean of historical"
"1098","4800","Male","Mean of historical",2032,39856.35,51636.5,64542.225,"4800 Male Mean of historical"
"1099","0","Female","Mean of historical",2032,74335.075,87745.5,101589.975,"0 Female Mean of historical"
"1100","1311","Female","Mean of historical",2032,70982,83505,96841.15,"1311 Female Mean of historical"
"1101","2400","Female","Mean of historical",2032,55553.075,66831,79454.725,"2400 Female Mean of historical"
"1102","3050","Female","Mean of historical",2032,49244.7,60670.5,73307.575,"3050 Female Mean of historical"
"1103","3600","Female","Mean of historical",2032,44122.825,55501.5,68646.025,"3600 Female Mean of historical"
"1104","4800","Female","Mean of historical",2032,32361.4,43676.5,56845.35,"4800 Female Mean of historical"
"1105","0","Historical","+0.2g/yr",2032,75095.675,89245.5,102826.325,"0 Historical +0.2g/yr"
"1106","1311","Historical","+0.2g/yr",2032,72535.875,85276,98494.875,"1311 Historical +0.2g/yr"
"1107","2400","Historical","+0.2g/yr",2032,58373.65,70097.5,82964.675,"2400 Historical +0.2g/yr"
"1108","3050","Historical","+0.2g/yr",2032,52850.95,64484,77544.2,"3050 Historical +0.2g/yr"
"1109","3600","Historical","+0.2g/yr",2032,47895.85,59680,72509.05,"3600 Historical +0.2g/yr"
"1110","4800","Historical","+0.2g/yr",2032,37199.95,48919,61722.7,"4800 Historical +0.2g/yr"
"1111","0","Pup","+0.2g/yr",2032,75237.775,89202,102966.875,"0 Pup +0.2g/yr"
"1112","1311","Pup","+0.2g/yr",2032,72672.525,85446.5,98958.15,"1311 Pup +0.2g/yr"
"1113","2400","Pup","+0.2g/yr",2032,59441.55,70902.5,83977.875,"2400 Pup +0.2g/yr"
"1114","3050","Pup","+0.2g/yr",2032,53758.575,65578,78683.825,"3050 Pup +0.2g/yr"
"1115","3600","Pup","+0.2g/yr",2032,49335.7,60901,73847.45,"3600 Pup +0.2g/yr"
"1116","4800","Pup","+0.2g/yr",2032,38602.9,50518.5,64023.05,"4800 Pup +0.2g/yr"
"1117","0","Adult","+0.2g/yr",2032,75397.775,89248,103050.75,"0 Adult +0.2g/yr"
"1118","1311","Adult","+0.2g/yr",2032,72473.475,85191.5,98481.175,"1311 Adult +0.2g/yr"
"1119","2400","Adult","+0.2g/yr",2032,57544.65,69126,81767.825,"2400 Adult +0.2g/yr"
"1120","3050","Adult","+0.2g/yr",2032,51348.575,63158,75995.225,"3050 Adult +0.2g/yr"
"1121","3600","Adult","+0.2g/yr",2032,46188.675,58029,71177.175,"3600 Adult +0.2g/yr"
"1122","4800","Adult","+0.2g/yr",2032,34782.775,46470,59605.2,"4800 Adult +0.2g/yr"
"1123","0","Male","+0.2g/yr",2032,75271.6,89213,102958.575,"0 Male +0.2g/yr"
"1124","1311","Male","+0.2g/yr",2032,72934.15,85721.5,99146.9,"1311 Male +0.2g/yr"
"1125","2400","Male","+0.2g/yr",2032,60147.25,72017.5,85401.475,"2400 Male +0.2g/yr"
"1126","3050","Male","+0.2g/yr",2032,55140.925,67091,80045.15,"3050 Male +0.2g/yr"
"1127","3600","Male","+0.2g/yr",2032,50872.85,62701.5,75967.325,"3600 Male +0.2g/yr"
"1128","4800","Male","+0.2g/yr",2032,40682.825,52839,66248.9,"4800 Male +0.2g/yr"
"1129","0","Female","+0.2g/yr",2032,75285.125,89286,102871.625,"0 Female +0.2g/yr"
"1130","1311","Female","+0.2g/yr",2032,72257.3,84995.5,98270.575,"1311 Female +0.2g/yr"
"1131","2400","Female","+0.2g/yr",2032,56641.9,68064,81188.775,"2400 Female +0.2g/yr"
"1132","3050","Female","+0.2g/yr",2032,50473.15,61915,74818.2,"3050 Female +0.2g/yr"
"1133","3600","Female","+0.2g/yr",2032,44712.325,56622,69557.15,"3600 Female +0.2g/yr"
"1134","4800","Female","+0.2g/yr",2032,33070.25,44851,58012.2,"4800 Female +0.2g/yr"
"1135","0","Historical","-0.2g/yr",2032,73727.1,86995,100223.975,"0 Historical -0.2g/yr"
"1136","1311","Historical","-0.2g/yr",2032,70804.775,82967,96022.475,"1311 Historical -0.2g/yr"
"1137","2400","Historical","-0.2g/yr",2032,56568.6,67867,80807.25,"2400 Historical -0.2g/yr"
"1138","3050","Historical","-0.2g/yr",2032,51148.475,62342,75047.275,"3050 Historical -0.2g/yr"
"1139","3600","Historical","-0.2g/yr",2032,46288,57601,70494.05,"3600 Historical -0.2g/yr"
"1140","4800","Historical","-0.2g/yr",2032,35643.55,46850.5,59616.5,"4800 Historical -0.2g/yr"
"1141","0","Pup","-0.2g/yr",2032,73647.475,86948.5,100449.025,"0 Pup -0.2g/yr"
"1142","1311","Pup","-0.2g/yr",2032,70929.575,83326,96171.75,"1311 Pup -0.2g/yr"
"1143","2400","Pup","-0.2g/yr",2032,57272.35,68686,81254.6,"2400 Pup -0.2g/yr"
"1144","3050","Pup","-0.2g/yr",2032,51986.425,63369.5,76044.35,"3050 Pup -0.2g/yr"
"1145","3600","Pup","-0.2g/yr",2032,47546.4,58704,71877.175,"3600 Pup -0.2g/yr"
"1146","4800","Pup","-0.2g/yr",2032,37279.775,48580,61794.45,"4800 Pup -0.2g/yr"
"1147","0","Adult","-0.2g/yr",2032,73889.375,87129,100090.75,"0 Adult -0.2g/yr"
"1148","1311","Adult","-0.2g/yr",2032,70742.15,82870,95896.125,"1311 Adult -0.2g/yr"
"1149","2400","Adult","-0.2g/yr",2032,55725.65,66881.5,79810.85,"2400 Adult -0.2g/yr"
"1150","3050","Adult","-0.2g/yr",2032,49838.075,60951.5,73641.2,"3050 Adult -0.2g/yr"
"1151","3600","Adult","-0.2g/yr",2032,44876.575,56014,68907.25,"3600 Adult -0.2g/yr"
"1152","4800","Adult","-0.2g/yr",2032,33806.325,44906,57953.475,"4800 Adult -0.2g/yr"
"1153","0","Male","-0.2g/yr",2032,73699,87013.5,100476.925,"0 Male -0.2g/yr"
"1154","1311","Male","-0.2g/yr",2032,71029.85,83465.5,96456.375,"1311 Male -0.2g/yr"
"1155","2400","Male","-0.2g/yr",2032,58624.95,69782.5,82630.25,"2400 Male -0.2g/yr"
"1156","3050","Male","-0.2g/yr",2032,53677.925,64787.5,77369.725,"3050 Male -0.2g/yr"
"1157","3600","Male","-0.2g/yr",2032,49205.675,60529.5,73511.825,"3600 Male -0.2g/yr"
"1158","4800","Male","-0.2g/yr",2032,39561.025,50793,63715.1,"4800 Male -0.2g/yr"
"1159","0","Female","-0.2g/yr",2032,73923.45,87000,100214.6,"0 Female -0.2g/yr"
"1160","1311","Female","-0.2g/yr",2032,70455.1,82774,95481.35,"1311 Female -0.2g/yr"
"1161","2400","Female","-0.2g/yr",2032,54650.45,65976,78771.85,"2400 Female -0.2g/yr"
"1162","3050","Female","-0.2g/yr",2032,48754.125,59943.5,72782.3,"3050 Female -0.2g/yr"
"1163","3600","Female","-0.2g/yr",2032,43551.225,54766,67457.225,"3600 Female -0.2g/yr"
"1164","4800","Female","-0.2g/yr",2032,31860.1,43200.5,55871.95,"4800 Female -0.2g/yr"
"1165","0","Historical","+4g in 2025",2032,77530.2,95036.5,111996.825,"0 Historical +4g in 2025"
"1166","1311","Historical","+4g in 2025",2032,75351.475,91191.5,107270.725,"1311 Historical +4g in 2025"
"1167","2400","Historical","+4g in 2025",2032,62926.625,76373,91809.825,"2400 Historical +4g in 2025"
"1168","3050","Historical","+4g in 2025",2032,57275.975,70725.5,86256,"3050 Historical +4g in 2025"
"1169","3600","Historical","+4g in 2025",2032,52351.925,65755,81103.475,"3600 Historical +4g in 2025"
"1170","4800","Historical","+4g in 2025",2032,41384.3,54857.5,70227.775,"4800 Historical +4g in 2025"
"1171","0","Pup","+4g in 2025",2032,77813.275,94894,111808.15,"0 Pup +4g in 2025"
"1172","1311","Pup","+4g in 2025",2032,75505.9,91449.5,107962.025,"1311 Pup +4g in 2025"
"1173","2400","Pup","+4g in 2025",2032,63618.475,77107,92904.575,"2400 Pup +4g in 2025"
"1174","3050","Pup","+4g in 2025",2032,58672.725,71907.5,87352.075,"3050 Pup +4g in 2025"
"1175","3600","Pup","+4g in 2025",2032,54050.625,67254.5,82954.85,"3600 Pup +4g in 2025"
"1176","4800","Pup","+4g in 2025",2032,43671.4,56665.5,72150.1,"4800 Pup +4g in 2025"
"1177","0","Adult","+4g in 2025",2032,77672.925,94939.5,111979.2,"0 Adult +4g in 2025"
"1178","1311","Adult","+4g in 2025",2032,75049.875,91053,107671.025,"1311 Adult +4g in 2025"
"1179","2400","Adult","+4g in 2025",2032,61764.425,75112.5,90463.825,"2400 Adult +4g in 2025"
"1180","3050","Adult","+4g in 2025",2032,56042,69128.5,84794.95,"3050 Adult +4g in 2025"
"1181","3600","Adult","+4g in 2025",2032,51121.6,64078,79276.1,"3600 Adult +4g in 2025"
"1182","4800","Adult","+4g in 2025",2032,39096.35,52383.5,67945.05,"4800 Adult +4g in 2025"
"1183","0","Male","+4g in 2025",2032,77590.35,94987,111983.825,"0 Male +4g in 2025"
"1184","1311","Male","+4g in 2025",2032,75487.975,91791,108478.525,"1311 Male +4g in 2025"
"1185","2400","Male","+4g in 2025",2032,65083.2,78429,94354.975,"2400 Male +4g in 2025"
"1186","3050","Male","+4g in 2025",2032,59957.65,73368.5,89196.45,"3050 Male +4g in 2025"
"1187","3600","Male","+4g in 2025",2032,55653.4,68998,84858.325,"3600 Male +4g in 2025"
"1188","4800","Male","+4g in 2025",2032,46045.275,59134.5,74456.725,"4800 Male +4g in 2025"
"1189","0","Female","+4g in 2025",2032,77707.55,94977,111719.675,"0 Female +4g in 2025"
"1190","1311","Female","+4g in 2025",2032,75314.775,90781.5,107665.225,"1311 Female +4g in 2025"
"1191","2400","Female","+4g in 2025",2032,61060.7,74193,89821.6,"2400 Female +4g in 2025"
"1192","3050","Female","+4g in 2025",2032,54836.85,68044,83813.2,"3050 Female +4g in 2025"
"1193","3600","Female","+4g in 2025",2032,49489.825,62586,77524.7,"3600 Female +4g in 2025"
"1194","4800","Female","+4g in 2025",2032,37748.65,50470.5,65794.675,"4800 Female +4g in 2025"
"1195","0","Historical","-4g in 2025",2032,73370.55,85489,98256.35,"0 Historical -4g in 2025"
"1196","1311","Historical","-4g in 2025",2032,69640.15,81613,94242.85,"1311 Historical -4g in 2025"
"1197","2400","Historical","-4g in 2025",2032,55448.125,66456,79387.3,"2400 Historical -4g in 2025"
"1198","3050","Historical","-4g in 2025",2032,49672.55,60872.5,73380.15,"3050 Historical -4g in 2025"
"1199","3600","Historical","-4g in 2025",2032,45098.225,56105,68953.2,"3600 Historical -4g in 2025"
"1200","4800","Historical","-4g in 2025",2032,34594.525,45449.5,58562.8,"4800 Historical -4g in 2025"
"1201","0","Pup","-4g in 2025",2032,73302.625,85533.5,98194.35,"0 Pup -4g in 2025"
"1202","1311","Pup","-4g in 2025",2032,69949.975,81835.5,94433.325,"1311 Pup -4g in 2025"
"1203","2400","Pup","-4g in 2025",2032,56083.575,67217,79676.9,"2400 Pup -4g in 2025"
"1204","3050","Pup","-4g in 2025",2032,50718.775,61905,74371.15,"3050 Pup -4g in 2025"
"1205","3600","Pup","-4g in 2025",2032,46085.125,57339.5,70105.7,"3600 Pup -4g in 2025"
"1206","4800","Pup","-4g in 2025",2032,36177.225,47132,59980.025,"4800 Pup -4g in 2025"
"1207","0","Adult","-4g in 2025",2032,73379.85,85537.5,98178.9,"0 Adult -4g in 2025"
"1208","1311","Adult","-4g in 2025",2032,69621.925,81483,93955.225,"1311 Adult -4g in 2025"
"1209","2400","Adult","-4g in 2025",2032,54381.525,65498.5,78498.675,"2400 Adult -4g in 2025"
"1210","3050","Adult","-4g in 2025",2032,48586.225,59591.5,71977.3,"3050 Adult -4g in 2025"
"1211","3600","Adult","-4g in 2025",2032,43433.4,54398,67289.875,"3600 Adult -4g in 2025"
"1212","4800","Adult","-4g in 2025",2032,32417.25,43410,56429.45,"4800 Adult -4g in 2025"
"1213","0","Male","-4g in 2025",2032,73205.8,85470,98240.05,"0 Male -4g in 2025"
"1214","1311","Male","-4g in 2025",2032,70466.575,82016,94879.95,"1311 Male -4g in 2025"
"1215","2400","Male","-4g in 2025",2032,57188.8,68354.5,81347.75,"2400 Male -4g in 2025"
"1216","3050","Male","-4g in 2025",2032,52335.7,63287,75885.5,"3050 Male -4g in 2025"
"1217","3600","Male","-4g in 2025",2032,48074.875,58959.5,72186.9,"3600 Male -4g in 2025"
"1218","4800","Male","-4g in 2025",2032,38384.625,49340.5,62525.625,"4800 Male -4g in 2025"
"1219","0","Female","-4g in 2025",2032,73229.55,85521.5,98081,"0 Female -4g in 2025"
"1220","1311","Female","-4g in 2025",2032,69797.875,81242.5,93981.3,"1311 Female -4g in 2025"
"1221","2400","Female","-4g in 2025",2032,53577.75,64516,77272.825,"2400 Female -4g in 2025"
"1222","3050","Female","-4g in 2025",2032,47402.775,58383.5,71001.65,"3050 Female -4g in 2025"
"1223","3600","Female","-4g in 2025",2032,42179.975,53286.5,66031.175,"3600 Female -4g in 2025"
"1224","4800","Female","-4g in 2025",2032,31096.775,41818.5,54754.45,"4800 Female -4g in 2025"
"1225","0","Historical","Mean of historical",2033,76159.4,92172,106678.075,"0 Historical Mean of historical"
"1226","1311","Historical","Mean of historical",2033,73242.4,87865.5,102437.65,"1311 Historical Mean of historical"
"1227","2400","Historical","Mean of historical",2033,58387.625,70624.5,84589.675,"2400 Historical Mean of historical"
"1228","3050","Historical","Mean of historical",2033,51964.075,64210,77777.925,"3050 Historical Mean of historical"
"1229","3600","Historical","Mean of historical",2033,46149.675,58522,72311.15,"3600 Historical Mean of historical"
"1230","4800","Historical","Mean of historical",2033,33430.15,45822.5,59996.025,"4800 Historical Mean of historical"
"1231","0","Pup","Mean of historical",2033,75918,92245.5,106481.625,"0 Pup Mean of historical"
"1232","1311","Pup","Mean of historical",2033,73553.2,87988,102624.425,"1311 Pup Mean of historical"
"1233","2400","Pup","Mean of historical",2033,59172.15,71630,85608.375,"2400 Pup Mean of historical"
"1234","3050","Pup","Mean of historical",2033,53052.025,65373,79512.05,"3050 Pup Mean of historical"
"1235","3600","Pup","Mean of historical",2033,47630.9,59947,73837.35,"3600 Pup Mean of historical"
"1236","4800","Pup","Mean of historical",2033,35529.95,48013,61865.4,"4800 Pup Mean of historical"
"1237","0","Adult","Mean of historical",2033,76005.85,92192.5,106565.325,"0 Adult Mean of historical"
"1238","1311","Adult","Mean of historical",2033,73283.2,87681.5,102207.6,"1311 Adult Mean of historical"
"1239","2400","Adult","Mean of historical",2033,57245.925,69393.5,83108.025,"2400 Adult Mean of historical"
"1240","3050","Adult","Mean of historical",2033,50172.7,62500,76313.05,"3050 Adult Mean of historical"
"1241","3600","Adult","Mean of historical",2033,44247.025,56613.5,70016.625,"3600 Adult Mean of historical"
"1242","4800","Adult","Mean of historical",2033,30992.225,43182.5,57297.85,"4800 Adult Mean of historical"
"1243","0","Male","Mean of historical",2033,76308.5,92220,107061,"0 Male Mean of historical"
"1244","1311","Male","Mean of historical",2033,73791.95,88423,103085,"1311 Male Mean of historical"
"1245","2400","Male","Mean of historical",2033,60722.925,73072,87060.5,"2400 Male Mean of historical"
"1246","3050","Male","Mean of historical",2033,55139.475,67197,81261.575,"3050 Male Mean of historical"
"1247","3600","Male","Mean of historical",2033,49839.975,62316,76412.6,"3600 Male Mean of historical"
"1248","4800","Male","Mean of historical",2033,38097.675,50795,64728.2,"4800 Male Mean of historical"
"1249","0","Female","Mean of historical",2033,76168.45,92058,106496.25,"0 Female Mean of historical"
"1250","1311","Female","Mean of historical",2033,73178.15,87465,101846.625,"1311 Female Mean of historical"
"1251","2400","Female","Mean of historical",2033,56152.525,68267.5,82104.7,"2400 Female Mean of historical"
"1252","3050","Female","Mean of historical",2033,48861.975,61051,74656.625,"3050 Female Mean of historical"
"1253","3600","Female","Mean of historical",2033,42658.45,54947,68860.55,"3600 Female Mean of historical"
"1254","4800","Female","Mean of historical",2033,28697.925,40849.5,55008.725,"4800 Female Mean of historical"
"1255","0","Historical","+0.2g/yr",2033,77298.65,94126,109055.825,"0 Historical +0.2g/yr"
"1256","1311","Historical","+0.2g/yr",2033,74373.775,89665,104286.4,"1311 Historical +0.2g/yr"
"1257","2400","Historical","+0.2g/yr",2033,59805.475,72381.5,86647.075,"2400 Historical +0.2g/yr"
"1258","3050","Historical","+0.2g/yr",2033,53303.95,65913,80135.25,"3050 Historical +0.2g/yr"
"1259","3600","Historical","+0.2g/yr",2033,47366.9,60257.5,74244.85,"3600 Historical +0.2g/yr"
"1260","4800","Historical","+0.2g/yr",2033,34749.825,47564,61412.55,"4800 Historical +0.2g/yr"
"1261","0","Pup","+0.2g/yr",2033,77278.95,94061,108873.5,"0 Pup +0.2g/yr"
"1262","1311","Pup","+0.2g/yr",2033,74817.125,89813,104711.675,"1311 Pup +0.2g/yr"
"1263","2400","Pup","+0.2g/yr",2033,60713.45,73276,87439.375,"2400 Pup +0.2g/yr"
"1264","3050","Pup","+0.2g/yr",2033,54614.6,67159.5,81374.65,"3050 Pup +0.2g/yr"
"1265","3600","Pup","+0.2g/yr",2033,49212.6,61609.5,75580.55,"3600 Pup +0.2g/yr"
"1266","4800","Pup","+0.2g/yr",2033,36449.45,49413.5,63932.55,"4800 Pup +0.2g/yr"
"1267","0","Adult","+0.2g/yr",2033,77188,94080.5,108775.725,"0 Adult +0.2g/yr"
"1268","1311","Adult","+0.2g/yr",2033,74670.9,89537.5,104244.55,"1311 Adult +0.2g/yr"
"1269","2400","Adult","+0.2g/yr",2033,58700.825,71270.5,85028.175,"2400 Adult +0.2g/yr"
"1270","3050","Adult","+0.2g/yr",2033,51828.375,64252.5,78200.275,"3050 Adult +0.2g/yr"
"1271","3600","Adult","+0.2g/yr",2033,45522.575,58243.5,72517.95,"3600 Adult +0.2g/yr"
"1272","4800","Adult","+0.2g/yr",2033,32196.85,44560,58709.025,"4800 Adult +0.2g/yr"
"1273","0","Male","+0.2g/yr",2033,77259.9,94064.5,108887.95,"0 Male +0.2g/yr"
"1274","1311","Male","+0.2g/yr",2033,75065.275,90148,105083.175,"1311 Male +0.2g/yr"
"1275","2400","Male","+0.2g/yr",2033,61844.55,74808,89075.45,"2400 Male +0.2g/yr"
"1276","3050","Male","+0.2g/yr",2033,56065.425,69002,83296.525,"3050 Male +0.2g/yr"
"1277","3600","Male","+0.2g/yr",2033,51176.5,63884,78548.575,"3600 Male +0.2g/yr"
"1278","4800","Male","+0.2g/yr",2033,39125.825,52416.5,66957.225,"4800 Male +0.2g/yr"
"1279","0","Female","+0.2g/yr",2033,77245.4,94005.5,109143.4,"0 Female +0.2g/yr"
"1280","1311","Female","+0.2g/yr",2033,74402.65,89211.5,103763.1,"1311 Female +0.2g/yr"
"1281","2400","Female","+0.2g/yr",2033,57323.475,69970,84226.075,"2400 Female +0.2g/yr"
"1282","3050","Female","+0.2g/yr",2033,50224.975,62717.5,76569.875,"3050 Female +0.2g/yr"
"1283","3600","Female","+0.2g/yr",2033,43606.85,56362,70093.7,"3600 Female +0.2g/yr"
"1284","4800","Female","+0.2g/yr",2033,29671.575,42244.5,56721.325,"4800 Female +0.2g/yr"
"1285","0","Historical","-0.2g/yr",2033,75500.025,91155.5,105361.425,"0 Historical -0.2g/yr"
"1286","1311","Historical","-0.2g/yr",2033,73081.425,86850,101033.25,"1311 Historical -0.2g/yr"
"1287","2400","Historical","-0.2g/yr",2033,57594.025,69669,83549.425,"2400 Historical -0.2g/yr"
"1288","3050","Historical","-0.2g/yr",2033,50940.375,63130,76962.475,"3050 Historical -0.2g/yr"
"1289","3600","Historical","-0.2g/yr",2033,45482.125,57504,71548.225,"3600 Historical -0.2g/yr"
"1290","4800","Historical","-0.2g/yr",2033,32769.225,44850.5,58666.425,"4800 Historical -0.2g/yr"
"1291","0","Pup","-0.2g/yr",2033,75560.275,91118,105168.7,"0 Pup -0.2g/yr"
"1292","1311","Pup","-0.2g/yr",2033,72875.175,87117,101217.35,"1311 Pup -0.2g/yr"
"1293","2400","Pup","-0.2g/yr",2033,58437,70477,84080.275,"2400 Pup -0.2g/yr"
"1294","3050","Pup","-0.2g/yr",2033,52204.975,64403.5,77839.75,"3050 Pup -0.2g/yr"
"1295","3600","Pup","-0.2g/yr",2033,46760.65,58911.5,72735.125,"3600 Pup -0.2g/yr"
"1296","4800","Pup","-0.2g/yr",2033,34678.8,46952,61110.575,"4800 Pup -0.2g/yr"
